at,"Jazeek, Bruno Mars, Billie Eilish, Linkin Park, LACAZETTE, Gracie Abrams, ROSÉ, The Weeknd, Luciano, Lady Gaga, Gigi Perez, Playboi Carti, RIAN, Chappell Roan, Sosa La M, Miksu / Macloud, Nina Chuba, Noizy, Shirin David, FOURTY, Bausa, CHEKAA, Lola Young, Myles Smith, David Guetta, OneRepublic, HUGEL, Topic, Arash, Daecolm, Dasha, Teddy Swims, Hozier, SAMIRA, Shaboozey, Lost Frequencies, Tom Odell, Bonez MC, Chrystal, NOTION, Adam Port, Stryv, Keinemusik, Orso, Malachiii, Benson Boone, Artemas, Anitta, Henry Freitas, Mc Th","german hip hop, afro house, german pop, nu metal, rap metal, rock, alternative metal, k-pop, melodic house, funk carioca, funk, west coast hip hop, art pop, pop, rage rap, edm, dance, soft pop, latin house, tech house, tropical house, bassline, drum and bass, bass house, uk garage, house, brazilian pop, funk pop, pagode baiano, forró, piseiro, arrocha, seresta, sertanejo, brazilian funk, hip hop, mexican hip hop"
be,"Bruno Mars, Billie Eilish, GIMS, Gracie Abrams, ROSÉ, Stromae, Pomme, Arcane, Linkin Park, SDM, Sabrina Carpenter, The Weeknd, David Guetta, Lady Gaga, Gigi Perez, Gazo, Benson Boone, Teddy Swims, Lost Frequencies, Tom Odell, Chappell Roan, KAROL G, Alex Warren, Adam Port, Stryv, Keinemusik, Orso, Malachiii, Myles Smith, HUGEL, Topic, Arash, Daecolm, Pommelien Thijs, MEAU, Bouss, Helena, Lola Young, Playboi Carti, Damiano David, Kavinsky, Angèle, Phoenix, BL3SS, CamrinWatsin, bbyclose, Dr. Yaro, Disturbed, CYRIL, OneRepublic","pop urbaine, french pop, afro house, chanson, nederpop, nu metal, rap metal, rock, alternative metal, k-pop, melodic house, house, tech house, variété française, edm, dance, art pop, pop, drill, tropical house, reggaeton, latin, urbano latino, latin house, rage rap, synthwave, french house, indie, metal, hard rock, heavy metal, soft pop, raï, synthpop, dancehall, zouk, brazilian pop, funk pop, tecnobrega"
dk,"Annika, Lamin, Gilli, Benny Jamz, Tobias Rahim, Bruno Mars, Suspekt, URO, Benjamin Hav, Billie Eilish, Zuloo, Noah Carter, D1MA, Gobs, Marstein, Lady Gaga, Lukas Graham, Gracie Abrams, Ukendt Kunstner, KESI, Anton Westerlin, Ankerstjerne, Daniel Schulz, Panamah, APHACA, Mumle, Svea S, ICEKIID, Sabrina Carpenter, The Weeknd, Playboi Carti, ROSÉ, Blæst, Lola Young, Dos Santos, Gigi Perez, Myles Smith, Ella Augusta, Thor Farlov, Danseorkestret, Omar, Teddy Swims, Chappell Roan, Caroline Castell, Jonah Blacksmith, Artigeardit, Rune Rask, TOOMANYLEFTHANDS, Kendrick Lamar, Lefty Gunplay","dansktop, norwegian rap, west coast hip hop, norwegian pop, art pop, pop, rage rap, k-pop, christmas, tropical house, hip hop, mexican hip hop"
fr,"GIMS, SDM, Bruno Mars, Stromae, Pomme, Arcane, Billie Eilish, Damso, Kalash, DYSTINCT, VEN1, The Weeknd, Gazo, Lady Gaga, Dr. Yaro, Bouss, Joé Dwèt Filé, ROSÉ, KAROL G, Ninho, Niska, Guy2Bezbar, SANTA, Sevdaliza, Pabllo Vittar, Yseult, La Mano 1.9, Kavinsky, Angèle, Phoenix, Teddy Swims, Theodora, Jeez Suave, Helena, Yorssy, Gracie Abrams, David Guetta, Alphaville, Ava Max, Leto, Jul, FRANCÈ ZITO, Ramos., Denden, Dadi, FloyyMenor, Cris Mj, Tiakola, Genezio, Prototype","pop urbaine, french pop, chanson, zouk, variété française, dancehall, reggaeton, raï, reggaeton chileno, chilean trap, drill, art pop, pop, kizomba, k-pop, latin, urbano latino, brazilian pop, funk pop, tecnobrega, synthwave, french house, indie, edm, dance, synthpop, chicha, chilean mambo, rage rap, metal, nu metal, alternative metal, rap metal, hard rock, heavy metal, rock"
de,"Jazeek, Luciano, Bruno Mars, Linkin Park, LACAZETTE, ROSÉ, Billie Eilish, The Weeknd, Shirin David, Bonez MC, Lady Gaga, Gracie Abrams, Nina Chuba, Sosa La M, Playboi Carti, Gigi Perez, Miksu / Macloud, Henry Freitas, Mc Th, SAMIRA, FOURTY, Bausa, CHEKAA, HUGEL, Topic, Arash, Daecolm, Teddy Swims, Chappell Roan, Sampagne, Lola Young, Zartmann, Drumla, Dauner, Adam Port, Stryv, Keinemusik, Orso, Malachiii, AYLIVA, Apache 207, oddworld, reezy, OG Keemo, Lost Frequencies, Tom Odell, Provinz, YAKARY, Jamule, BL3SS","german hip hop, german pop, afro house, nu metal, rap metal, rock, alternative metal, k-pop, funk, funk carioca, melodic house, french pop, art pop, pop, rage rap, forró, piseiro, arrocha, seresta, sertanejo, brazilian funk, latin house, tech house, house, tropical house, brazilian pop, funk pop, pagode baiano, edm, dance, soft pop, chanson"
it,"Marracash, Olly, JVLI, ANNA, Geolier, Pinguini Tattici Nucleari, Artie 5ive, Niky Savage, Sick Luke, Cesare Cremonini, Bruno Mars, Angelina Mango, Poison Beatz, Alfa, Kid Yugi, Shiva, Papa V, Nerissima Serpe, Fritu, Simba La Rue, FT Kings, Baby Gang, Omega, Higashi, Roberto Ferrante, Achille Lauro, Lazza, Ghali, Lady Gaga, Rose Villain, Sal Da Vinci, KAROL G, Takagi & Ketra, Dat Boi Dee, Astro, ROSÉ, Gracie Abrams, CoCo, Startuffo, D-Ross, Tony Effe, Sillyelly, Damiano David, Emma, Tony Boy, Ornella Vanoni, Jack Sani, Tedua, Annalisa, Billie Eilish","italian trap, canzone napoletana, neomelodico, italo dance, italian singer-songwriter, indie, italo disco, drill, merengue, mambo, art pop, pop, reggaeton, latin, urbano latino, k-pop, hyperpop"
lu,"Bruno Mars, Billie Eilish, GIMS, Sabrina Carpenter, ROSÉ, Gracie Abrams, Linkin Park, SDM, Lola Young, David Guetta, Lady Gaga, Gazo, The Weeknd, Playboi Carti, Abel e Benício, Open Mé, Golfao Produções, Benson Boone, Gigi Perez, KAROL G, Teddy Swims, HUGEL, Topic, Arash, Daecolm, Adam Port, Stryv, Keinemusik, Orso, Malachiii, Chappell Roan, Stromae, Pomme, Arcane, Joé Dwèt Filé, Bouss, Myles Smith, Melody, Latino, HITMAKER, Sevdaliza, Pabllo Vittar, Yseult, Dr. Yaro, Sosa La M, Luciano, OneRepublic, FloyyMenor, Cris Mj, Hozier","pop urbaine, afro house, sertanejo, french pop, piseiro, nu metal, rap metal, rock, alternative metal, brazilian pop, funk pop, brega, k-pop, reggaeton, melodic house, agronejo, german hip hop, edm, dance, reggaeton chileno, chilean trap, west coast hip hop, forró, arrocha, seresta, art pop, pop, drill, rage rap, latin, urbano latino, latin house, tech house, house, chanson, zouk, kizomba, funk melody, axé, tecnobrega, soft pop, chilean mambo, tropical house, synthpop, hip hop, mexican hip hop, raï, metal, hard rock, heavy metal"
nl,"Roxy Dekker, Ronnie Flex, Myles Smith, Bruno Mars, Gracie Abrams, Billie Eilish, David Guetta, Russo, Lady Gaga, Teddy Swims, Yves Berendse, Emma Heesters, Gigi Perez, Noano, Martin Morero, ROSÉ, PAWSA, The Adventures Of Stevie V, Alex Warren, Lost Frequencies, Tom Odell, Sabrina Carpenter, HUGEL, Topic, Arash, Daecolm, Kevin, Idaly, Hekje31, JayKoppig, Dior, J.FIZ, Ksix, Hannah Mae, MAKSIM, Adam Port, Stryv, Keinemusik, Orso, Malachiii, Sven Versteeg, Likke Pêhp, Martin Garrix, Jex, Lola Young, Disturbed, CYRIL, Pommelien Thijs, MEAU, Alphaville","nederpop, afro house, edm, tech house, house, melodic house, dance, reggaeton, latin, urbano latino, country, forró, sertanejo, piseiro, arrocha, afrobeats, dancehall, art pop, pop, k-pop, tropical house, latin house, electronica, progressive house, metal, nu metal, alternative metal, rap metal, hard rock, heavy metal, rock, synthpop, rage rap, sertanejo universitário, seresta, brega, pop country, drill, afrobeat, afropop, afroswing, latin pop, slap house, italo dance"
ch,"Bruno Mars, Billie Eilish, Jazeek, Sabrina Carpenter, Gracie Abrams, ROSÉ, The Weeknd, David Guetta, Luciano, Benson Boone, Stromae, Pomme, Arcane, Linkin Park, Lola Young, Lady Gaga, Playboi Carti, Gigi Perez, Gazo, KAROL G, Noizy, Teddy Swims, HUGEL, Topic, Arash, Daecolm, Adam Port, Stryv, Keinemusik, Orso, Malachiii, OneRepublic, Myles Smith, Sosa La M, Chappell Roan, Disturbed, CYRIL, FloyyMenor, Cris Mj, Lost Frequencies, Tom Odell, Miksu / Macloud, Dasha, Shaboozey, Hozier, Nina Chuba, LISA, Mark Ambor, Anitta, Alphaville","german hip hop, afro house, french pop, k-pop, nu metal, alternative metal, rap metal, rock, pop urbaine, reggaeton, melodic house, edm, dance, chanson, reggaeton chileno, chilean trap, brazilian pop, funk pop, west coast hip hop, art pop, pop, rage rap, drill, latin, urbano latino, latin house, tech house, house, soft pop, metal, hard rock, heavy metal, chilean mambo, tropical house, german pop, funk carioca, funk, pagode baiano, synthpop, hip hop, mexican hip hop, tecnobrega, afrobeats"
gb,"Sabrina Carpenter, Kendrick Lamar, Bruno Mars, Billie Eilish, Lola Young, Gracie Abrams, ROSÉ, Myles Smith, Tyler, The Creator, Cynthia Erivo, Ariana Grande, Benson Boone, SZA, Gigi Perez, Lady Gaga, Chappell Roan, The Weeknd, Playboi Carti, Hozier, Sonny Fodera, Jazzy, D.O.D, Teddy Swims, Dasha, Lefty Gunplay, Chrystal, NOTION, Chase & Status, Stormzy, Mark Ambor, PAWSA, The Adventures Of Stevie V, Michael Marcagi, Shaboozey, Zach Bryan, Tyla, BL3SS, CamrinWatsin, bbyclose, Addison Rae, GloRilla, Sexyy Red, Lil Wayne, Adam Port, Stryv, Keinemusik, Orso, Malachiii, Alex Warren, Jordan Adetunji","hip hop, west coast hip hop, afro house, pop, house, k-pop, piano house, tech house, musicals, drum and bass, r&b, melodic house, art pop, rage rap, electro house, mexican hip hop, bassline, bass house, uk garage, jungle, grime, uk drill, country, red dirt, afrobeats, rap"
se,"Sabrina Carpenter, Shaboozey, Gracie Abrams, Victor Leksell, Bruno Mars, Bolaget, Billie Eilish, Y4ska, Jireel, Morgan Wallen, David Guetta, Molly Sandén, Lady Gaga, ROSÉ, Yasin, Gaboro, Gigi Perez, Teddy Swims, Soppgirobygget, Björnzone, Miriam Bryant, Asme, Shiro, ROMANOS, Dizzy, Post Malone, Benson Boone, Chappell Roan, The Weeknd, Playboi Carti, BoBa, Malik Dalasi, Dasha, Sarettii, Miss Li, Sam Barber, Avery Anna, Myles Smith, Lola Young, OneRepublic, Disturbed, CYRIL, Søte og Rare Gutter, Alex Warren, Hozier, Alphaville, Ava Max, Kendrick Lamar, Lefty Gunplay, Cameron Whitcomb","epadunk, country, russelåter, edm, dance, west coast hip hop, art pop, pop, k-pop, christmas, rage rap, soft pop, metal, nu metal, alternative metal, rap metal, hard rock, heavy metal, rock, synthpop, hip hop, mexican hip hop, red dirt, german hip hop"
