,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0,0.5333333333333333,0.2857142857142857,0.26666666666666666,0.8,0.1276595744680851,0.5666666666666667,0.5,0.6666666666666666,0.4642857142857143,0.48148148148148145,0.2,0.4528301886792453,0.21052631578947367,0.07142857142857142,0.3333333333333333,0.5818181818181818,0.7666666666666667,0.22857142857142856,0.5217391304347826,0.15384615384615385,0.35294117647058826,0.5306122448979592,0.2564102564102564,0.2,0.45454545454545453,0.391304347826087,0.6666666666666666,0.5454545454545454,0.6896551724137931,0.21621621621621623,0.43902439024390244,0.2,0.5531914893617021,0.2,0.5769230769230769,0.391304347826087,0.2,0.2,0.05405405405405406,0.5098039215686274,0.2,0.2,0.4528301886792453,0.40816326530612246,0.2,0.43478260869565216,0.2,0.2,0.4528301886792453
1,0.5333333333333333,1.0,0.23809523809523808,0.6,0.5666666666666667,0.3404255319148936,0.5666666666666667,0.6666666666666666,0.7666666666666667,0.2857142857142857,0.4444444444444444,0.26666666666666666,0.4528301886792453,0.21052631578947367,0.25,0.26666666666666666,0.36363636363636365,0.6666666666666666,0.22857142857142856,0.2608695652173913,0.15384615384615385,0.43137254901960786,0.2857142857142857,0.20512820512820512,0.26666666666666666,0.18181818181818182,0.34782608695652173,0.4,0.36363636363636365,0.41379310344827586,0.32432432432432434,0.1951219512195122,0.16666666666666666,0.425531914893617,0.26666666666666666,0.2692307692307692,0.2608695652173913,0.26666666666666666,0.26666666666666666,0.05405405405405406,0.35294117647058826,0.26666666666666666,0.26666666666666666,0.5283018867924528,0.24489795918367346,0.26666666666666666,0.2608695652173913,0.26666666666666666,0.26666666666666666,0.3018867924528302
2,0.2857142857142857,0.23809523809523808,1.0,0.19047619047619047,0.23809523809523808,0.20689655172413793,0.23809523809523808,0.19047619047619047,0.23809523809523808,0.3684210526315789,0.4444444444444444,0.3333333333333333,0.5714285714285714,0.4,0.10526315789473684,0.14285714285714285,0.3783783783783784,0.38095238095238093,0.47058823529411764,0.21428571428571427,0.19047619047619047,0.24242424242424243,0.45161290322580644,0.6666666666666666,0.3333333333333333,0.5384615384615384,0.5,0.38095238095238093,0.3076923076923077,0.4,0.42105263157894735,0.34782608695652173,0.047619047619047616,0.27586206896551724,0.3333333333333333,0.47058823529411764,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.21052631578947367,0.42424242424242425,0.3333333333333333,0.3333333333333333,0.22857142857142856,0.45161290322580644,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.4
3,0.26666666666666666,0.6,0.19047619047619047,1.0,0.3,0.3404255319148936,0.5,0.3333333333333333,0.6,0.14285714285714285,0.2962962962962963,0.26666666666666666,0.2641509433962264,0.21052631578947367,0.35714285714285715,0.3,0.21818181818181817,0.36666666666666664,0.22857142857142856,0.21739130434782608,0.15384615384615385,0.35294117647058826,0.24489795918367346,0.20512820512820512,0.26666666666666666,0.2727272727272727,0.34782608695652173,0.26666666666666666,0.45454545454545453,0.27586206896551724,0.32432432432432434,0.2926829268292683,0.16666666666666666,0.2978723404255319,0.26666666666666666,0.3076923076923077,0.34782608695652173,0.26666666666666666,0.26666666666666666,0.05405405405405406,0.3137254901960784,0.26666666666666666,0.26666666666666666,0.33962264150943394,0.32653061224489793,0.26666666666666666,0.34782608695652173,0.26666666666666666,0.26666666666666666,0.22641509433962265
4,0.8,0.5666666666666667,0.23809523809523808,0.3,1.0,0.1276595744680851,0.7,0.6,0.6333333333333333,0.2857142857142857,0.4074074074074074,0.3333333333333333,0.37735849056603776,0.21052631578947367,0.07142857142857142,0.5,0.36363636363636365,0.7,0.22857142857142856,0.5217391304347826,0.15384615384615385,0.35294117647058826,0.4897959183673469,0.20512820512820512,0.3333333333333333,0.4090909090909091,0.34782608695652173,0.5333333333333333,0.5454545454545454,0.5517241379310345,0.2702702702702703,0.43902439024390244,0.4,0.5531914893617021,0.3333333333333333,0.4230769230769231,0.4782608695652174,0.3333333333333333,0.3333333333333333,0.05405405405405406,0.5098039215686274,0.3333333333333333,0.3333333333333333,0.6037735849056604,0.40816326530612246,0.3333333333333333,0.43478260869565216,0.3333333333333333,0.3333333333333333,0.2641509433962264
5,0.1276595744680851,0.3404255319148936,0.20689655172413793,0.3404255319148936,0.1276595744680851,1.0,0.2553191489361702,0.2553191489361702,0.2978723404255319,0.13953488372093023,0.14634146341463414,0.2553191489361702,0.15,0.24,0.27906976744186046,0.2553191489361702,0.14285714285714285,0.2127659574468085,0.2727272727272727,0.18181818181818182,0.23076923076923078,0.2631578947368421,0.2222222222222222,0.23076923076923078,0.2553191489361702,0.1935483870967742,0.18181818181818182,0.1702127659574468,0.1935483870967742,0.13333333333333333,0.25,0.21428571428571427,0.0425531914893617,0.17647058823529413,0.2553191489361702,0.15384615384615385,0.24242424242424243,0.2553191489361702,0.2553191489361702,0.16666666666666666,0.15789473684210525,0.2553191489361702,0.2553191489361702,0.15,0.16666666666666666,0.2553191489361702,0.18181818181818182,0.2553191489361702,0.2553191489361702,0.2
6,0.5666666666666667,0.5666666666666667,0.23809523809523808,0.5,0.7,0.2553191489361702,1.0,0.5333333333333333,0.7666666666666667,0.25,0.4444444444444444,0.4666666666666667,0.41509433962264153,0.21052631578947367,0.2857142857142857,0.5333333333333333,0.32727272727272727,0.5666666666666667,0.22857142857142856,0.30434782608695654,0.20512820512820512,0.39215686274509803,0.32653061224489793,0.2564102564102564,0.4666666666666667,0.3181818181818182,0.391304347826087,0.3333333333333333,0.4090909090909091,0.3448275862068966,0.2702702702702703,0.2926829268292683,0.4,0.425531914893617,0.4666666666666667,0.3076923076923077,0.30434782608695654,0.4666666666666667,0.4666666666666667,0.05405405405405406,0.35294117647058826,0.4666666666666667,0.4666666666666667,0.6415094339622641,0.32653061224489793,0.4666666666666667,0.34782608695652173,0.4666666666666667,0.4666666666666667,0.22641509433962265
7,0.5,0.6666666666666666,0.19047619047619047,0.3333333333333333,0.6,0.2553191489361702,0.5333333333333333,1.0,0.5666666666666667,0.32142857142857145,0.4444444444444444,0.3333333333333333,0.4528301886792453,0.15789473684210525,0.21428571428571427,0.4,0.36363636363636365,0.6333333333333333,0.17142857142857143,0.21739130434782608,0.10256410256410256,0.3137254901960784,0.24489795918367346,0.20512820512820512,0.3333333333333333,0.13636363636363635,0.21739130434782608,0.3,0.22727272727272727,0.3103448275862069,0.16216216216216217,0.14634146341463414,0.23333333333333334,0.3829787234042553,0.3333333333333333,0.15384615384615385,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.05405405405405406,0.23529411764705882,0.3333333333333333,0.3333333333333333,0.5660377358490566,0.12244897959183673,0.3333333333333333,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.3018867924528302
8,0.6666666666666666,0.7666666666666667,0.23809523809523808,0.6,0.6333333333333333,0.2978723404255319,0.7666666666666667,0.5666666666666667,1.0,0.32142857142857145,0.5185185185185185,0.3,0.49056603773584906,0.21052631578947367,0.32142857142857145,0.3333333333333333,0.43636363636363634,0.7333333333333333,0.22857142857142856,0.391304347826087,0.20512820512820512,0.5098039215686274,0.40816326530612246,0.2564102564102564,0.3,0.3181818181818182,0.4782608695652174,0.4666666666666667,0.5,0.4827586206896552,0.32432432432432434,0.2926829268292683,0.23333333333333334,0.46808510638297873,0.3,0.34615384615384615,0.34782608695652173,0.3,0.3,0.05405405405405406,0.47058823529411764,0.3,0.3,0.5283018867924528,0.3673469387755102,0.3,0.391304347826087,0.3,0.3,0.3018867924528302
9,0.4642857142857143,0.2857142857142857,0.3684210526315789,0.14285714285714285,0.2857142857142857,0.13953488372093023,0.25,0.32142857142857145,0.32142857142857145,1.0,0.36,0.32142857142857145,0.32653061224489793,0.23529411764705882,0.11538461538461539,0.17857142857142858,0.8235294117647058,0.39285714285714285,0.25806451612903225,0.23809523809523808,0.11428571428571428,0.3404255319148936,0.4,0.45714285714285713,0.32142857142857145,0.35,0.3333333333333333,0.6785714285714286,0.2,0.6296296296296297,0.24242424242424243,0.21621621621621623,0.10714285714285714,0.18604651162790697,0.32142857142857145,0.5416666666666666,0.19047619047619047,0.32142857142857145,0.32142857142857145,0.06060606060606061,0.3829787234042553,0.32142857142857145,0.32142857142857145,0.16326530612244897,0.4,0.32142857142857145,0.3333333333333333,0.32142857142857145,0.32142857142857145,0.8163265306122449
