,year,round,from_country,to_country,total_points,tele_points,jury_points,from_capital,to_capital,distance
16476,2001,final,is,fr,4,,,Reykjavík,Paris,2229.3038613164135
16477,2001,final,is,se,7,,,Reykjavík,Stockholm,2139.4176892905257
16478,2001,final,is,es,2,,,Reykjavík,Madrid,2903.247622786184
16479,2001,final,is,si,6,,,Reykjavík,Ljubljana,2991.576154439939
16480,2001,final,is,de,0,,,Reykjavík,Berlin,2382.413311094958
16481,2001,final,is,mt,3,,,Reykjavík,Valletta,3963.648253497989
16482,2001,final,is,hr,0,,,Reykjavík,Zagreb,3080.7088115288916
16483,2001,final,is,tr,0,,,Reykjavík,Ankara,4394.889974570345
16484,2001,final,is,ru,5,,,Reykjavík,Moscow,3324.745668131867
16485,2001,final,is,lt,1,,,Reykjavík,Vilnius,2798.602073697239
16486,2001,final,is,ba,0,,,Reykjavík,Sarajevo,3365.292124216367
16487,2001,final,is,gb,0,,,Reykjavík,London,1886.0043447713535
16488,2001,final,is,il,0,,,Reykjavík,Jerusalem,5255.519247077999
16489,2001,final,is,pt,0,,,Reykjavík,Lisbon,2968.230972644812
16490,2001,final,is,nl,0,,,Reykjavík,Amsterdam,2013.2582729097378
16491,2001,final,is,lv,0,,,Reykjavík,Riga,2582.512480806146
16492,2001,final,is,pl,0,,,Reykjavík,Warsaw,2770.5021858319774
16493,2001,final,is,ie,0,,,Reykjavík,Dublin,1492.983958994201
16494,2001,final,is,is,0,,,Reykjavík,Reykjavík,0.0
16495,2001,final,is,no,0,,,Reykjavík,Oslo,1746.2358127674922
16496,2001,final,ie,ee,10,,,Dublin,Tallinn,2008.5803548539116
16497,2001,final,ie,dk,12,,,Dublin,København,1241.5839513800433
16498,2001,final,ie,gr,5,,,Dublin,Athens,2853.514515673276
16499,2001,final,ie,fr,7,,,Dublin,Paris,782.1374117574832
16500,2001,final,ie,se,8,,,Dublin,Stockholm,1634.0594643973036
16501,2001,final,ie,es,3,,,Dublin,Madrid,1455.5122774778868
16502,2001,final,ie,si,2,,,Dublin,Ljubljana,1694.1126398756883
16503,2001,final,ie,de,6,,,Dublin,Berlin,1319.2975892877403
16504,2001,final,ie,mt,0,,,Dublin,Valletta,2524.0782426320425
16505,2001,final,ie,hr,0,,,Dublin,Zagreb,1803.7981156703402
16506,2001,final,ie,tr,0,,,Dublin,Ankara,3279.2506053365582
16507,2001,final,ie,ru,0,,,Dublin,Moscow,2798.4934001866914
16508,2001,final,ie,lt,1,,,Dublin,Vilnius,2056.138992939302
16509,2001,final,ie,ba,0,,,Dublin,Sarajevo,2084.711227741505
16510,2001,final,ie,gb,4,,,Dublin,London,464.36457885582513
16511,2001,final,ie,il,0,,,Dublin,Jerusalem,4047.8432744734278
16512,2001,final,ie,pt,0,,,Dublin,Lisbon,1640.9598281314327
16513,2001,final,ie,nl,0,,,Dublin,Amsterdam,758.5682183642193
16514,2001,final,ie,lv,0,,,Dublin,Riga,1958.9044870601892
16515,2001,final,ie,pl,0,,,Dublin,Warsaw,1830.6309963392277
16516,2001,final,ie,ie,0,,,Dublin,Dublin,0.0
16517,2001,final,ie,is,0,,,Dublin,Reykjavík,1492.983958994201
16518,2001,final,ie,no,0,,,Dublin,Oslo,1270.4380841699488
16519,2001,final,il,ee,6,,,Jerusalem,Tallinn,3163.9879858335235
16520,2001,final,il,dk,7,,,Jerusalem,København,3164.7038743279045
16521,2001,final,il,gr,10,,,Jerusalem,Athens,1236.909834338833
16522,2001,final,il,fr,2,,,Jerusalem,Paris,3310.570599493649
16523,2001,final,il,se,8,,,Jerusalem,Stockholm,3301.9386471252224
16524,2001,final,il,es,12,,,Jerusalem,Madrid,3599.8692654991582
16525,2001,final,il,si,1,,,Jerusalem,Ljubljana,2354.5961219468772
16526,2001,final,il,de,0,,,Jerusalem,Berlin,2873.7243433861227
16527,2001,final,il,mt,0,,,Jerusalem,Valletta,1967.8927102872449
16528,2001,final,il,hr,0,,,Jerusalem,Zagreb,2244.048789582464
16529,2001,final,il,tr,0,,,Jerusalem,Ankara,917.1797221877868
16530,2001,final,il,ru,3,,,Jerusalem,Moscow,2684.745711463477
16531,2001,final,il,lt,4,,,Jerusalem,Vilnius,2648.5918050888304
16532,2001,final,il,ba,0,,,Jerusalem,Sarajevo,1964.736035824268
16533,2001,final,il,gb,0,,,Jerusalem,London,3585.6145273936795
16534,2001,final,il,il,0,,,Jerusalem,Jerusalem,0.0
16535,2001,final,il,pt,0,,,Jerusalem,Lisbon,4075.7563797425064
16536,2001,final,il,nl,5,,,Jerusalem,Amsterdam,3319.748587716386
16537,2001,final,il,lv,0,,,Jerusalem,Riga,2912.7768495078262
16538,2001,final,il,pl,0,,,Jerusalem,Warsaw,2524.744155976801
16539,2001,final,il,ie,0,,,Jerusalem,Dublin,4047.8432744734278
16540,2001,final,il,is,0,,,Jerusalem,Reykjavík,5255.519247077999
16541,2001,final,il,no,0,,,Jerusalem,Oslo,3590.994005807327
16542,2001,final,lv,ee,12,,,Riga,Tallinn,279.32944660497776
16543,2001,final,lv,dk,10,,,Riga,København,726.2277914147486
16544,2001,final,lv,gr,2,,,Riga,Athens,2110.2369947394745
16545,2001,final,lv,fr,7,,,Riga,Paris,1705.3739022549878
16546,2001,final,lv,se,6,,,Riga,Stockholm,443.9496948296658
16547,2001,final,lv,es,4,,,Riga,Madrid,2711.687375985377
16548,2001,final,lv,si,0,,,Riga,Ljubljana,1380.1904658144524
16549,2001,final,lv,de,1,,,Riga,Berlin,844.4766690240924
16550,2001,final,lv,mt,0,,,Riga,Valletta,2446.4835015799686
16551,2001,final,lv,hr,0,,,Riga,Zagreb,1361.3178878855706
16552,2001,final,lv,tr,0,,,Riga,Ankara,1996.8240354442744
16553,2001,final,lv,ru,8,,,Riga,Moscow,840.4112092807399
16554,2001,final,lv,lt,5,,,Riga,Vilnius,264.5452750862203
16555,2001,final,lv,ba,0,,,Riga,Sarajevo,1513.3796642592265
16556,2001,final,lv,gb,3,,,Riga,London,1679.924406128563
16557,2001,final,lv,il,0,,,Riga,Jerusalem,2912.7768495078262
16558,2001,final,lv,pt,0,,,Riga,Lisbon,3145.56855775568
16559,2001,final,lv,nl,0,,,Riga,Amsterdam,1333.2530473744248
16560,2001,final,lv,lv,0,,,Riga,Riga,0.0
16561,2001,final,lv,pl,0,,,Riga,Warsaw,562.3263323831635
16562,2001,final,lv,ie,0,,,Riga,Dublin,1958.9044870601892
16563,2001,final,lv,is,0,,,Riga,Reykjavík,2582.512480806146
16564,2001,final,lv,no,0,,,Riga,Oslo,847.0212721593717
16565,2001,final,lt,ee,12,,,Vilnius,Tallinn,531.7467675990431
16566,2001,final,lt,dk,6,,,Vilnius,København,818.453086322928
16567,2001,final,lt,gr,5,,,Vilnius,Athens,1862.1534913455707
16568,2001,final,lt,fr,7,,,Vilnius,Paris,1701.2323977055182
16569,2001,final,lt,se,2,,,Vilnius,Stockholm,680.1459470462016
16570,2001,final,lt,es,0,,,Vilnius,Madrid,2663.071620555514
16571,2001,final,lt,si,4,,,Vilnius,Ljubljana,1227.3643269655197
16572,2001,final,lt,de,0,,,Vilnius,Berlin,822.2649326686237
16573,2001,final,lt,mt,1,,,Vilnius,Valletta,2247.433785562629
16574,2001,final,lt,hr,0,,,Vilnius,Zagreb,1189.7929536596323
16575,2001,final,lt,tr,0,,,Vilnius,Ankara,1733.01333760888
16576,2001,final,lt,ru,10,,,Vilnius,Moscow,785.2702685711315
16577,2001,final,lt,lt,0,,,Vilnius,Vilnius,0.0
16578,2001,final,lt,ba,0,,,Vilnius,Sarajevo,1307.052063480586
16579,2001,final,lt,gb,3,,,Vilnius,London,1728.8992006982928
16580,2001,final,lt,il,0,,,Vilnius,Jerusalem,2648.5918050888304
16581,2001,final,lt,pt,0,,,Vilnius,Lisbon,3117.9941837231345
16582,2001,final,lt,nl,0,,,Vilnius,Amsterdam,1371.664617649985
16583,2001,final,lt,lv,8,,,Vilnius,Riga,264.5452750862203
16584,2001,final,lt,pl,0,,,Vilnius,Warsaw,395.1892771220252
16585,2001,final,lt,ie,0,,,Vilnius,Dublin,2056.138992939302
16586,2001,final,lt,is,0,,,Vilnius,Reykjavík,2798.602073697239
16587,2001,final,lt,no,0,,,Vilnius,Oslo,1052.466360300737
16588,2001,final,mt,ee,12,,,Valletta,Tallinn,2717.414079204239
16589,2001,final,mt,dk,6,,,Valletta,København,2197.9922127288482
16590,2001,final,mt,gr,7,,,Valletta,Athens,860.7182305301459
16591,2001,final,mt,fr,0,,,Valletta,Paris,1746.0878200250063
16592,2001,final,mt,se,8,,,Valletta,Stockholm,2612.6332183933873
16593,2001,final,mt,es,0,,,Valletta,Madrid,1678.40553805237
16594,2001,final,mt,si,0,,,Valletta,Ljubljana,1122.7435137989687
16595,2001,final,mt,de,5,,,Valletta,Berlin,1843.8261298890702
16596,2001,final,mt,mt,0,,,Valletta,Valletta,0.0
16597,2001,final,mt,hr,10,,,Valletta,Zagreb,1102.2939410008453
16598,2001,final,mt,tr,4,,,Valletta,Ankara,1684.5869554771061
16599,2001,final,mt,ru,2,,,Valletta,Moscow,2822.683128747916
16600,2001,final,mt,lt,0,,,Valletta,Vilnius,2247.433785562629
16601,2001,final,mt,ba,1,,,Valletta,Sarajevo,940.9893407514134
16602,2001,final,mt,gb,3,,,Valletta,London,2085.2762542455885
16603,2001,final,mt,il,0,,,Valletta,Jerusalem,1967.8927102872449
16604,2001,final,mt,pt,0,,,Valletta,Lisbon,2128.912596953254
16605,2001,final,mt,nl,0,,,Valletta,Amsterdam,1973.6682654860251
16606,2001,final,mt,lv,0,,,Valletta,Riga,2446.4835015799686
16607,2001,final,mt,pl,0,,,Valletta,Warsaw,1884.164104764747
16608,2001,final,mt,ie,0,,,Valletta,Dublin,2524.0782426320425
16609,2001,final,mt,is,0,,,Valletta,Reykjavík,3963.648253497989
16610,2001,final,mt,no,0,,,Valletta,Oslo,2677.9935762492632
16611,2001,final,nl,ee,12,,,Amsterdam,Tallinn,1458.9552139739867
16612,2001,final,nl,dk,10,,,Amsterdam,København,622.7972574644137
16613,2001,final,nl,gr,6,,,Amsterdam,Athens,2157.203124676717
16614,2001,final,nl,fr,8,,,Amsterdam,Paris,428.811084580661
16615,2001,final,nl,se,0,,,Amsterdam,Stockholm,1127.8356543395107
16616,2001,final,nl,es,7,,,Amsterdam,Madrid,1477.7982218108152
16617,2001,final,nl,si,4,,,Amsterdam,Ljubljana,988.0208832844262
16618,2001,final,nl,de,1,,,Amsterdam,Berlin,576.9659417505894
16619,2001,final,nl,mt,0,,,Amsterdam,Valletta,1973.6682654860251
16620,2001,final,nl,hr,0,,,Amsterdam,Zagreb,1086.8385304503308
16621,2001,final,nl,tr,3,,,Amsterdam,Ankara,2527.690967945898
16622,2001,final,nl,ru,0,,,Amsterdam,Moscow,2147.4864286528746
16623,2001,final,nl,lt,5,,,Amsterdam,Vilnius,1371.664617649985
16624,2001,final,nl,ba,0,,,Amsterdam,Sarajevo,1373.1243465325895
16625,2001,final,nl,gb,2,,,Amsterdam,London,358.5662240358652
16626,2001,final,nl,il,0,,,Amsterdam,Jerusalem,3319.748587716386
16627,2001,final,nl,pt,0,,,Amsterdam,Lisbon,1855.4125226648073
16628,2001,final,nl,nl,0,,,Amsterdam,Amsterdam,0.0
16629,2001,final,nl,lv,0,,,Amsterdam,Riga,1333.2530473744248
16630,2001,final,nl,pl,0,,,Amsterdam,Warsaw,1095.251831370331
16631,2001,final,nl,ie,0,,,Amsterdam,Dublin,758.5682183642193
16632,2001,final,nl,is,0,,,Amsterdam,Reykjavík,2013.2582729097378
16633,2001,final,nl,no,0,,,Amsterdam,Oslo,916.1418383830897
16634,2001,final,no,ee,10,,,Oslo,Tallinn,789.3903199360399
16635,2001,final,no,dk,12,,,Oslo,København,483.6172596743475
16636,2001,final,no,gr,8,,,Oslo,Athens,2601.9284941807864
16637,2001,final,no,fr,7,,,Oslo,Paris,1343.8991194958567
16638,2001,final,no,se,2,,,Oslo,Stockholm,419.0795604852817
16639,2001,final,no,es,4,,,Oslo,Madrid,2387.9165842826287
16640,2001,final,no,si,6,,,Oslo,Ljubljana,1561.954085161331
16641,2001,final,no,de,3,,,Oslo,Berlin,838.9454390999987
16642,2001,final,no,mt,5,,,Oslo,Valletta,2677.9935762492632
16643,2001,final,no,hr,0,,,Oslo,Zagreb,1608.540043007865
16644,2001,final,no,tr,0,,,Oslo,Ankara,2698.226319285251
16645,2001,final,no,ru,0,,,Oslo,Moscow,1648.7815689090971
16646,2001,final,no,lt,0,,,Oslo,Vilnius,1052.466360300737
16647,2001,final,no,ba,0,,,Oslo,Sarajevo,1859.598799070794
16648,2001,final,no,gb,0,,,Oslo,London,1157.1037106956978
16649,2001,final,no,il,0,,,Oslo,Jerusalem,3590.994005807327
16650,2001,final,no,pt,0,,,Oslo,Lisbon,2734.89865627255
16651,2001,final,no,nl,0,,,Oslo,Amsterdam,916.1418383830897
16652,2001,final,no,lv,0,,,Oslo,Riga,847.0212721593717
16653,2001,final,no,pl,0,,,Oslo,Warsaw,1066.4482651235862
16654,2001,final,no,ie,0,,,Oslo,Dublin,1270.4380841699488
16655,2001,final,no,is,1,,,Oslo,Reykjavík,1746.2358127674922
16656,2001,final,no,no,0,,,Oslo,Oslo,0.0
16657,2001,final,pl,ee,12,,,Warsaw,Tallinn,835.1780081074573
16658,2001,final,pl,dk,7,,,Warsaw,København,673.7854211790232
16659,2001,final,pl,gr,8,,,Warsaw,Athens,1594.9592192161863
16660,2001,final,pl,fr,10,,,Warsaw,Paris,1369.3555543473526
16661,2001,final,pl,se,5,,,Warsaw,Stockholm,811.8661261323057
16662,2001,final,pl,es,1,,,Warsaw,Madrid,2289.76235842485
16663,2001,final,pl,si,6,,,Warsaw,Ljubljana,834.2847500825912
16664,2001,final,pl,de,4,,,Warsaw,Berlin,518.3152506736295
16665,2001,final,pl,mt,3,,,Warsaw,Valletta,1884.164104764747
16666,2001,final,pl,hr,0,,,Warsaw,Zagreb,803.9322839885147
16667,2001,final,pl,tr,0,,,Warsaw,Ankara,1634.1023531390636
16668,2001,final,pl,ru,0,,,Warsaw,Moscow,1148.7809364951606
16669,2001,final,pl,lt,0,,,Warsaw,Vilnius,395.1892771220252
16670,2001,final,pl,ba,0,,,Warsaw,Sarajevo,953.0917058475276
16671,2001,final,pl,gb,2,,,Warsaw,London,1451.3897450225336
16672,2001,final,pl,il,0,,,Warsaw,Jerusalem,2524.744155976801
16673,2001,final,pl,pt,0,,,Warsaw,Lisbon,2755.387679020994
16674,2001,final,pl,nl,0,,,Warsaw,Amsterdam,1095.251831370331
16675,2001,final,pl,lv,0,,,Warsaw,Riga,562.3263323831635
16676,2001,final,pl,pl,0,,,Warsaw,Warsaw,0.0
16677,2001,final,pl,ie,0,,,Warsaw,Dublin,1830.6309963392277
16678,2001,final,pl,is,0,,,Warsaw,Reykjavík,2770.5021858319774
16679,2001,final,pl,no,0,,,Warsaw,Oslo,1066.4482651235862
16680,2001,final,pt,ee,0,,,Lisbon,Tallinn,3304.606260117027
16681,2001,final,pt,dk,8,,,Lisbon,København,2471.608166117842
16682,2001,final,pt,gr,4,,,Lisbon,Athens,2869.5773200581275
16683,2001,final,pt,fr,12,,,Lisbon,Paris,1445.418274114709
16684,2001,final,pt,se,5,,,Lisbon,Stockholm,2983.202619579562
16685,2001,final,pt,es,7,,,Lisbon,Madrid,502.2608921096668
16686,2001,final,pt,si,0,,,Lisbon,Ljubljana,2097.1004961879457
16687,2001,final,pt,de,10,,,Lisbon,Berlin,2306.345221984078
16688,2001,final,pt,mt,0,,,Lisbon,Valletta,2128.912596953254
16689,2001,final,pt,hr,0,,,Lisbon,Zagreb,2203.6862065637874
16690,2001,final,pt,tr,0,,,Lisbon,Ankara,3593.9677777858674
16691,2001,final,pt,ru,0,,,Lisbon,Moscow,3899.495965621954
16692,2001,final,pt,lt,0,,,Lisbon,Vilnius,3117.9941837231345
16693,2001,final,pt,ba,0,,,Lisbon,Sarajevo,2363.3731475279696
16694,2001,final,pt,gb,2,,,Lisbon,London,1578.485825283372
16695,2001,final,pt,il,0,,,Lisbon,Jerusalem,4075.7563797425064
16696,2001,final,pt,pt,0,,,Lisbon,Lisbon,0.0
16697,2001,final,pt,nl,6,,,Lisbon,Amsterdam,1855.4125226648073
16698,2001,final,pt,lv,0,,,Lisbon,Riga,3145.56855775568
16699,2001,final,pt,pl,0,,,Lisbon,Warsaw,2755.387679020994
16700,2001,final,pt,ie,1,,,Lisbon,Dublin,1640.9598281314327
16701,2001,final,pt,is,0,,,Lisbon,Reykjavík,2968.230972644812
16702,2001,final,pt,no,3,,,Lisbon,Oslo,2734.89865627255
16703,2001,final,ru,ee,6,,,Moscow,Tallinn,870.6186480297754
16704,2001,final,ru,dk,0,,,Moscow,København,1560.5108103360667
16705,2001,final,ru,gr,5,,,Moscow,Athens,2243.9431885382182
16706,2001,final,ru,fr,12,,,Moscow,Paris,2486.4439321180494
16707,2001,final,ru,se,2,,,Moscow,Stockholm,1229.7650074633318
16708,2001,final,ru,es,0,,,Moscow,Madrid,3438.1418857893827
16709,2001,final,ru,si,4,,,Moscow,Ljubljana,1933.3490773125577
16710,2001,final,ru,de,8,,,Moscow,Berlin,1607.371958710401
16711,2001,final,ru,mt,7,,,Moscow,Valletta,2822.683128747916
16712,2001,final,ru,hr,0,,,Moscow,Zagreb,1869.7247557616897
16713,2001,final,ru,tr,0,,,Moscow,Ankara,1809.5021214999188
16714,2001,final,ru,ru,0,,,Moscow,Moscow,0.0
16715,2001,final,ru,lt,10,,,Moscow,Vilnius,785.2702685711315
16716,2001,final,ru,ba,0,,,Moscow,Sarajevo,1905.6865191208913
16717,2001,final,ru,gb,3,,,Moscow,London,2501.7440051050635
16718,2001,final,ru,il,0,,,Moscow,Jerusalem,2684.745711463477
16719,2001,final,ru,pt,0,,,Moscow,Lisbon,3899.495965621954
16720,2001,final,ru,nl,1,,,Moscow,Amsterdam,2147.4864286528746
16721,2001,final,ru,lv,0,,,Moscow,Riga,840.4112092807399
16722,2001,final,ru,pl,0,,,Moscow,Warsaw,1148.7809364951606
16723,2001,final,ru,ie,0,,,Moscow,Dublin,2798.4934001866914
16724,2001,final,ru,is,0,,,Moscow,Reykjavík,3324.745668131867
16725,2001,final,ru,no,0,,,Moscow,Oslo,1648.7815689090971
16726,2001,final,si,ee,12,,,Ljubljana,Tallinn,1636.1295966415191
16727,2001,final,si,dk,10,,,Ljubljana,København,1079.2431922482667
16728,2001,final,si,gr,8,,,Ljubljana,Athens,1169.6639772247108
16729,2001,final,si,fr,6,,,Ljubljana,Paris,967.6999768259624
16730,2001,final,si,se,0,,,Ljubljana,Stockholm,1495.161871457507
16731,2001,final,si,es,1,,,Ljubljana,Madrid,1600.8308348389628
16732,2001,final,si,si,0,,,Ljubljana,Ljubljana,0.0
16733,2001,final,si,de,0,,,Ljubljana,Berlin,723.7504484541157
16734,2001,final,si,mt,0,,,Ljubljana,Valletta,1122.7435137989687
16735,2001,final,si,hr,5,,,Ljubljana,Zagreb,118.64304883249076
16736,2001,final,si,tr,0,,,Ljubljana,Ankara,1630.3010227959248
16737,2001,final,si,ru,0,,,Ljubljana,Moscow,1933.3490773125577
16738,2001,final,si,lt,2,,,Ljubljana,Vilnius,1227.3643269655197
16739,2001,final,si,ba,7,,,Ljubljana,Sarajevo,390.63785532957746
16740,2001,final,si,gb,0,,,Ljubljana,London,1231.136215663916
16741,2001,final,si,il,0,,,Ljubljana,Jerusalem,2354.5961219468772
16742,2001,final,si,pt,0,,,Ljubljana,Lisbon,2097.1004961879457
16743,2001,final,si,nl,4,,,Ljubljana,Amsterdam,988.0208832844262
16744,2001,final,si,lv,0,,,Ljubljana,Riga,1380.1904658144524
16745,2001,final,si,pl,3,,,Ljubljana,Warsaw,834.2847500825912
16746,2001,final,si,ie,0,,,Ljubljana,Dublin,1694.1126398756883
16747,2001,final,si,is,0,,,Ljubljana,Reykjavík,2991.576154439939
16748,2001,final,si,no,0,,,Ljubljana,Oslo,1561.954085161331
16749,2001,final,es,ee,8,,,Madrid,Tallinn,2890.6189004774483
16750,2001,final,es,dk,7,,,Madrid,København,2070.942587536333
16751,2001,final,es,gr,12,,,Madrid,Athens,2382.618977781912
16752,2001,final,es,fr,3,,,Madrid,Paris,1050.1114222322599
16753,2001,final,es,se,5,,,Madrid,Stockholm,2591.3103651271804
16754,2001,final,es,es,0,,,Madrid,Madrid,0.0
16755,2001,final,es,si,2,,,Madrid,Ljubljana,1600.8308348389628
16756,2001,final,es,de,10,,,Madrid,Berlin,1867.2585809328152
16757,2001,final,es,mt,4,,,Madrid,Valletta,1678.40553805237
16758,2001,final,es,hr,0,,,Madrid,Zagreb,1705.4013828288744
16759,2001,final,es,tr,0,,,Madrid,Ankara,3094.675889034698
16760,2001,final,es,ru,0,,,Madrid,Moscow,3438.1418857893827
16761,2001,final,es,lt,0,,,Madrid,Vilnius,2663.071620555514
16762,2001,final,es,ba,0,,,Madrid,Sarajevo,1861.1255163802834
16763,2001,final,es,gb,1,,,Madrid,London,1262.1952410086697
16764,2001,final,es,il,0,,,Madrid,Jerusalem,3599.8692654991582
16765,2001,final,es,pt,6,,,Madrid,Lisbon,502.2608921096668
16766,2001,final,es,nl,0,,,Madrid,Amsterdam,1477.7982218108152
16767,2001,final,es,lv,0,,,Madrid,Riga,2711.687375985377
16768,2001,final,es,pl,0,,,Madrid,Warsaw,2289.76235842485
16769,2001,final,es,ie,0,,,Madrid,Dublin,1455.5122774778868
16770,2001,final,es,is,0,,,Madrid,Reykjavík,2903.247622786184
16771,2001,final,es,no,0,,,Madrid,Oslo,2387.9165842826287
16772,2001,final,se,ee,8,,,Stockholm,Tallinn,378.61421642938495
16773,2001,final,se,dk,10,,,Stockholm,København,521.8561875671421
16774,2001,final,se,gr,12,,,Stockholm,Athens,2405.4046780727795
16775,2001,final,se,fr,6,,,Stockholm,Paris,1545.1179668444095
16776,2001,final,se,se,0,,,Stockholm,Stockholm,0.0
16777,2001,final,se,es,5,,,Stockholm,Madrid,2591.3103651271804
16778,2001,final,se,si,7,,,Stockholm,Ljubljana,1495.161871457507
16779,2001,final,se,de,0,,,Stockholm,Berlin,810.1104952838541
16780,2001,final,se,mt,3,,,Stockholm,Valletta,2612.6332183933873
16781,2001,final,se,hr,0,,,Stockholm,Zagreb,1511.3052273643689
16782,2001,final,se,tr,0,,,Stockholm,Ankara,2392.66371682495
16783,2001,final,se,ru,0,,,Stockholm,Moscow,1229.7650074633318
16784,2001,final,se,lt,1,,,Stockholm,Vilnius,680.1459470462016
16785,2001,final,se,ba,4,,,Stockholm,Sarajevo,1722.1238565774129
16786,2001,final,se,gb,0,,,Stockholm,London,1436.008938392172
16787,2001,final,se,il,0,,,Stockholm,Jerusalem,3301.9386471252224
16788,2001,final,se,pt,0,,,Stockholm,Lisbon,2983.202619579562
16789,2001,final,se,nl,0,,,Stockholm,Amsterdam,1127.8356543395107
16790,2001,final,se,lv,0,,,Stockholm,Riga,443.9496948296658
16791,2001,final,se,pl,2,,,Stockholm,Warsaw,811.8661261323057
16792,2001,final,se,ie,0,,,Stockholm,Dublin,1634.0594643973036
16793,2001,final,se,is,0,,,Stockholm,Reykjavík,2139.4176892905257
16794,2001,final,se,no,0,,,Stockholm,Oslo,419.0795604852817
16795,2001,final,tr,ee,12,,,Ankara,Tallinn,2246.812586283068
16796,2001,final,tr,dk,4,,,Ankara,København,2293.0417579768337
16797,2001,final,tr,gr,5,,,Ankara,Athens,826.7071241213887
16798,2001,final,tr,fr,1,,,Ankara,Paris,2594.769790033433
16799,2001,final,tr,se,8,,,Ankara,Stockholm,2392.66371682495
16800,2001,final,tr,es,6,,,Ankara,Madrid,3094.675889034698
16801,2001,final,tr,si,0,,,Ankara,Ljubljana,1630.3010227959248
16802,2001,final,tr,de,3,,,Ankara,Berlin,2030.2376415384715
16803,2001,final,tr,mt,2,,,Ankara,Valletta,1684.5869554771061
16804,2001,final,tr,hr,10,,,Ankara,Zagreb,1512.0091375180837
16805,2001,final,tr,tr,0,,,Ankara,Ankara,0.0
16806,2001,final,tr,ru,0,,,Ankara,Moscow,1809.5021214999188
16807,2001,final,tr,lt,0,,,Ankara,Vilnius,1733.01333760888
16808,2001,final,tr,ba,0,,,Ankara,Sarajevo,1269.7156164947146
16809,2001,final,tr,gb,0,,,Ankara,London,2828.8227806089617
16810,2001,final,tr,il,7,,,Ankara,Jerusalem,917.1797221877868
16811,2001,final,tr,pt,0,,,Ankara,Lisbon,3593.9677777858674
16812,2001,final,tr,nl,0,,,Ankara,Amsterdam,2527.690967945898
16813,2001,final,tr,lv,0,,,Ankara,Riga,1996.8240354442744
16814,2001,final,tr,pl,0,,,Ankara,Warsaw,1634.1023531390636
16815,2001,final,tr,ie,0,,,Ankara,Dublin,3279.2506053365582
16816,2001,final,tr,is,0,,,Ankara,Reykjavík,4394.889974570345
16817,2001,final,tr,no,0,,,Ankara,Oslo,2698.226319285251
16818,2001,final,gb,ee,12,,,London,Tallinn,1786.0708083894042
16819,2001,final,gb,dk,10,,,London,København,957.8249123802724
16820,2001,final,gb,gr,7,,,London,Athens,2389.1553564496876
16821,2001,final,gb,fr,6,,,London,Paris,343.34816760322576
16822,2001,final,gb,se,8,,,London,Stockholm,1436.008938392172
16823,2001,final,gb,es,3,,,London,Madrid,1262.1952410086697
16824,2001,final,gb,si,0,,,London,Ljubljana,1231.136215663916
16825,2001,final,gb,de,2,,,London,Berlin,933.3328468181853
16826,2001,final,gb,mt,1,,,London,Valletta,2085.2762542455885
16827,2001,final,gb,hr,0,,,London,Zagreb,1342.0629742284932
16828,2001,final,gb,tr,0,,,London,Ankara,2828.8227806089617
16829,2001,final,gb,ru,0,,,London,Moscow,2501.7440051050635
16830,2001,final,gb,lt,4,,,London,Vilnius,1728.8992006982928
16831,2001,final,gb,ba,0,,,London,Sarajevo,1621.5300014368743
16832,2001,final,gb,gb,0,,,London,London,0.0
16833,2001,final,gb,il,0,,,London,Jerusalem,3585.6145273936795
16834,2001,final,gb,pt,0,,,London,Lisbon,1578.485825283372
16835,2001,final,gb,nl,0,,,London,Amsterdam,358.5662240358652
16836,2001,final,gb,lv,0,,,London,Riga,1679.924406128563
16837,2001,final,gb,pl,0,,,London,Warsaw,1451.3897450225336
16838,2001,final,gb,ie,5,,,London,Dublin,464.36457885582513
16839,2001,final,gb,is,0,,,London,Reykjavík,1886.0043447713535
16840,2001,final,gb,no,0,,,London,Oslo,1157.1037106956978
16841,2002,final,at,lv,10,,,Vienna,Riga,1104.4411466144652
16842,2002,final,at,mt,8,,,Vienna,Valletta,1370.657917488281
16843,2002,final,at,gb,12,,,Vienna,London,1237.492543618928
16844,2002,final,at,ee,3,,,Vienna,Tallinn,1363.4112768062262
16845,2002,final,at,fr,0,,,Vienna,Paris,1036.0407521679517
16846,2002,final,at,cy,0,,,Vienna,Nicosia,1997.8664223918865
16847,2002,final,at,es,0,,,Vienna,Madrid,1809.734967562103
16848,2002,final,at,se,4,,,Vienna,Stockholm,1242.9880588648116
16849,2002,final,at,ro,0,,,Vienna,Bucharest,854.9985335035285
16850,2002,final,at,ru,0,,,Vienna,Moscow,1670.8890945753565
16851,2002,final,at,hr,6,,,Vienna,Zagreb,268.44381628945024
16852,2002,final,at,il,0,,,Vienna,Jerusalem,2390.711552427854
16853,2002,final,at,ba,7,,,Vienna,Sarajevo,507.4202096410768
16854,2002,final,at,be,0,,,Vienna,Brussels,917.8641762519657
16855,2002,final,at,si,2,,,Vienna,Ljubljana,277.071176489289
16856,2002,final,at,tr,0,,,Vienna,Ankara,1594.165925024947
16857,2002,final,at,gr,0,,,Vienna,Athens,1276.0179538188033
16858,2002,final,at,at,0,,,Vienna,Vienna,0.0
