name,San Marino,Luxembourg,Monaco,Ljubljana,Bratislava,Podgorica,Bern,Skopje,Reykjavík,Rabat,Chi?in?u,Vilnius,Riga,Zagreb,Tallinn,Tbilisi,Belgrade,Tirana,Yerevan,Baku,Sofia,Minsk,Canberra,Sarajevo,Valletta,Jerusalem,Nicosia,Ankara,Budapest,Bucharest,Lisbon,Oslo,Warsaw,Dublin,Prague,Helsinki,København,Brussels,Kyiv,Madrid,Stockholm,Amsterdam,Berlin,Athens,Vienna,London,Moscow,Rome,Paris
Oslo,1780.5857517571603,1183.9290571496938,1812.7284495093459,1561.954085161331,1373.0231023633464,2025.4359978589307,1462.0359042480734,2122.080925842397,1746.2358127674922,3139.4548622085163,1861.8867786947505,1052.466360300737,847.0212721593717,1608.540043007865,789.3903199360399,3065.0496228862366,1800.729957986179,2158.588724207042,3187.1530709589674,3431.940921032117,2098.4303631240373,1220.6751656232514,11988.754502380567,1859.598799070794,2677.9935762492632,3590.994005807327,3187.276179910411,2698.226319285251,1484.7244015967983,2006.0567752858365,2734.89865627255,0.0,1066.4482651235862,1270.4380841699488,1118.5739409494693,790.4842022801021,483.6172596743475,1088.5020655847604,1633.53706204219,2387.9165842826287,419.0795604852817,916.1418383830897,838.9454390999987,2601.9284941807864,1353.4892116097317,1157.1037106956978,1648.7815689090971,2006.1938075933585,1343.8991194958567
Warsaw,1120.6397381543468,1083.2033019955309,1382.3138995149814,834.2847500825912,532.5306506474446,1094.3552064146706,1141.0365652623332,1138.246863755836,2770.5021858319774,2990.7613533552826,809.5975812835181,395.1892771220252,562.3263323831635,803.9322839885147,835.1780081074573,2116.0444615391566,825.9299654508778,1215.9731826444122,2213.9375146478887,2522.46257711818,1075.3363385557343,476.0740093917849,11462.307148658654,953.0917058475276,1884.164104764747,2524.744155976801,2121.0428736881945,1634.1023531390636,544.652033858374,944.2067008737132,2755.387679020994,1066.4482651235862,0.0,1830.6309963392277,518.1609373982104,916.1115519571678,673.7854211790232,1164.2204190709488,689.0893512548839,2289.76235842485,811.8661261323057,1095.251831370331,518.3152506736295,1594.9592192161863,557.519545662717,1451.3897450225336,1148.7809364951606,1317.3863796023397,1369.3555543473526
Dublin,1721.5065228203914,953.0589982041586,1465.8265674738532,1694.1126398756883,1737.0356892778454,2238.5935761929545,1210.9466046935372,2406.2529973178443,1492.983958994201,2145.8275308084526,2571.928817779799,2056.138992939302,1958.9044870601892,1803.7981156703402,2008.5803548539116,3933.301087148512,2150.746312455232,2357.367816552662,4017.5237742964273,4348.620526715385,2475.581687464939,2215.332792573421,13196.251808780584,2084.711227741505,2524.0782426320425,4047.8432744734278,3665.5180003126975,3279.2506053365582,1900.3814488385185,2539.3471461537515,1640.9598281314327,1270.4380841699488,1830.6309963392277,0.0,1467.3252098619334,2030.1363384031565,1241.5839513800433,775.6502164293281,2519.557245258272,1455.5122774778868,1634.0594643973036,758.5682183642193,1319.2975892877403,2853.514515673276,1685.0932846546416,464.36457885582513,2798.4934001866914,1888.1792896443858,782.1374117574832
Prague,699.8157098380549,598.4715773890554,884.1021251252039,448.19799783991806,291.4214366792966,923.4519011040235,622.9977805534938,1046.3115133870492,2631.6116823996335,2476.0457735969258,1114.3632657022013,898.6542155427928,995.1127397230621,490.6469377864244,1229.5754247671614,2487.921199329947,740.1894124423928,1057.2123775549207,2561.4030124112987,2914.0449689558013,1065.5428096939675,994.2037989227921,11952.72693422716,754.6424215460595,1570.8819978486436,2636.118822123741,2240.787053167894,1821.2554550992884,446.3346264320678,1079.2213412223207,2238.9705031708,1118.5739409494693,518.1609373982104,1467.3252098619334,0.0,1301.8091155780285,634.9573978362758,720.7641415611293,1143.1525958650416,1771.6017761108549,1053.8942312237073,709.7388742005975,280.3653666595092,1528.569985815123,252.843955315705,1035.1836869414713,1666.742396481028,921.5823786303681,884.2836871644337
Helsinki,1989.7538754579061,1670.3361261041255,2171.2564118620016,1712.7114828644894,1428.9091307408155,2008.2119715400588,1860.0940478417353,2037.5789201090447,2428.659299256877,3688.394720344507,1492.060611224422,612.3874400608194,361.44759013230464,1703.7545361319071,82.11824203690522,2456.1720896569354,1735.274455658955,2126.7046041563367,2599.2917939412673,2778.5896257504755,1951.2666992908364,718.2132769069505,11198.510885794223,1869.1991533135545,2797.344873399334,3238.7753106511796,2845.122993960139,2321.6366105672014,1460.5060086451836,1756.5252670858758,3354.2378241963947,790.4842022801021,916.1115519571678,2030.1363384031565,1301.8091155780285,0.0,882.8084227818927,1651.3107311715369,1143.6158106536084,2946.0880038937084,396.3860306174588,1503.6811045273114,1104.7000770737147,2470.41506027004,1440.945289093117,1824.123129730588,896.1561330663288,2202.072308604188,1909.838410622864
København,1305.6588960799797,802.6126363729492,1377.3194958573663,1079.2431922482667,894.1881758758348,1545.9758059685118,1036.7440357106227,1649.845635444573,2102.307643264395,2818.0152841064846,1482.0113054139017,818.453086322928,726.2277914147486,1125.0343826517178,836.2601055486616,2774.6966792265825,1330.4210538345485,1679.5221197663295,2879.705052005718,3169.6563745914204,1637.8905991295542,982.3073817003052,11959.734115439664,1379.0946310655152,2197.9922127288482,3164.7038743279045,2761.9973400502176,2293.0417579768337,1014.8973562322036,1574.7541331760415,2471.608166117842,483.6172596743475,673.7854211790232,1241.5839513800433,634.9573978362758,882.8084227818927,0.0,768.7293452682493,1330.8741192200441,2070.942587536333,521.8561875671421,622.7972574644137,355.6111228302461,2131.9996816581142,871.9691649208438,957.8249123802724,1560.5108103360667,1531.41171527301,1028.2593187791992
Brussels,980.1573443324965,187.14009930225865,822.1292949510737,920.6647628879908,971.6012487375485,1467.829636460515,492.811168264156,1632.3996616940715,2123.0907035379346,2062.608857279899,1834.9387185539272,1472.312867906591,1458.4702484611316,1028.746038892065,1602.4780219114452,3208.6364968317507,1375.6451487599288,1589.6954213503925,3281.465719545066,3633.956340266146,1699.9792177619584,1609.2086014037752,12623.276477690672,1311.1704594499151,1844.5890832413877,3272.6584696888685,2889.8709027719833,2509.3315649938086,1135.0022517210741,1772.5007320793645,1702.932372727051,1088.5020655847604,1164.2204190709488,775.6502164293281,720.7641415611293,1651.3107311715369,768.7293452682493,0.0,1840.1050010111733,1311.5926128870365,1283.8231729041247,173.5729934310053,654.1588402686469,2086.2723404644053,917.8641762519657,319.69309808111706,2255.269294264129,1172.6152169771856,261.801328672752
Kyiv,1544.4185640356795,1739.1368349925149,1896.186592171345,1280.99296724629,1004.2748062129716,1239.6229623396655,1732.6122447858493,1174.2033898948785,3378.2629098916973,3519.744840501589,402.95878850335265,589.8353014937695,841.0791543837108,1195.1630867719077,1071.6266130794472,1445.3527650260107,981.1206068477894,1312.2194332200233,1557.6085556093126,1839.8843514656435,1027.474058841011,436.17192411624404,10811.680077211357,1176.5292525698912,2071.3657603881616,2098.76350793784,1709.8228293156453,1183.0751578448749,896.8528344360113,749.66679914158,3350.7432368332124,1633.53706204219,689.0893512548839,2519.557245258272,1143.1525958650416,1143.6158106536084,1330.8741192200441,1840.1050010111733,0.0,2864.5786591296915,1269.9570286531405,1781.9648584520326,1205.4916762049922,1491.5803394736029,1055.0480567125996,2135.963893234622,760.6102351833258,1681.3277142203085,2026.149306850688
Madrid,1387.303070352306,1276.3226738799044,988.0055564018311,1600.8308348389628,1860.3511351411535,1930.2648078115026,1148.9821176997586,2111.8052415980205,2903.247622786184,751.8464595748281,2701.7741385617455,2663.071620555514,2711.687375985377,1705.4013828288744,2890.6189004774483,4011.547067612675,2035.1622315690593,1983.7789975157837,4035.1065401192714,4451.784696407388,2261.7129888375935,2765.7931115522138,13644.326045256725,1861.1255163802834,1678.40553805237,3599.8692654991582,3294.4654335953,3094.675889034698,1980.0724652892595,2480.0931384997994,502.2608921096668,2387.9165842826287,2289.76235842485,1455.5122774778868,1771.6017761108549,2946.0880038937084,2070.942587536333,1311.5926128870365,2864.5786591296915,0.0,2591.3103651271804,1477.7982218108152,1867.2585809328152,2382.618977781912,1809.734967562103,1262.1952410086697,3438.1418857893827,1368.4442070402567,1050.1114222322599
Stockholm,1753.4332373711666,1324.3606796212912,1878.000259528193,1495.161871457507,1245.5205981787296,1877.4166465745427,1546.9970467246567,1941.5802438141448,2139.4176892905257,3339.3320063504575,1547.1345798498546,680.1459470462016,443.9496948296658,1511.3052273643689,378.61421642938495,2677.492411660933,1622.8314083884654,2005.448591738666,2806.6117058508707,3032.5110335889644,1886.7666868041636,840.0200922344636,11584.829781832917,1722.1238565774129,2612.6332183933873,3301.9386471252224,2900.0713865603216,2392.66371682495,1318.2339046322957,1745.1176949495677,2983.202619579562,419.0795604852817,811.8661261323057,1634.0594643973036,1053.8942312237073,396.3860306174588,521.8561875671421,1283.8231729041247,1269.9570286531405,2591.3103651271804,0.0,1127.8356543395107,810.1104952838541,2405.4046780727795,1242.9880588648116,1436.008938392172,1229.7650074633318,1975.4094461608236,1545.1179668444095
Amsterdam,1088.8617552956616,316.64920565521464,975.0115004603671,988.0208832844262,985.7898921202706,1535.9606467493388,631.984668097504,1690.7915498941327,2013.2582729097378,2229.512791267669,1814.2380825664457,1371.664617649985,1333.2530473744248,1086.8385304503308,1458.9552139739867,3179.6118275543013,1414.342149122947,1662.806067436764,3260.8238154614473,3598.68969867869,1742.3512076899065,1517.6982918200174,12533.521711043024,1373.1243465325895,1973.6682654860251,3319.748587716386,2930.5694200249623,2527.690967945898,1148.1156126458782,1786.1595335382308,1855.4125226648073,916.1418383830897,1095.251831370331,758.5682183642193,709.7388742005975,1503.6811045273114,622.7972574644137,173.5729934310053,1781.9648584520326,1477.7982218108152,1127.8356543395107,0.0,576.9659417505894,2157.203124676717,935.9264958181074,358.5662240358652,2147.4864286528746,1293.6272974837725,428.811084580661
Berlin,957.0309180216243,603.3396258070721,1072.217845995094,723.7504484541157,553.5407648162313,1199.796540749136,755.5725545140924,1314.2678648562496,2382.413311094958,2598.1499460686414,1264.9318560392592,822.2649326686237,844.4766690240924,771.0122897738127,1040.3537930303157,2615.1495779455627,1000.174032012783,1333.6282096782224,2703.41482335952,3029.3246382218263,1318.5148951122449,955.2299602668124,11969.525693885507,1031.58021840318,1843.8261298890702,2873.7243433861227,2474.2098939127955,2030.2376415384715,690.4525292337739,1293.8198927541698,2306.345221984078,838.9454390999987,518.3152506736295,1319.2975892877403,280.3653666595092,1104.7000770737147,355.6111228302461,654.1588402686469,1205.4916762049922,1867.2585809328152,810.1104952838541,576.9659417505894,0.0,1797.4630203514896,524.8127243398101,933.3328468181853,1607.371958710401,1182.2198917921066,879.1173202399925
Athens,1152.2416919426112,1902.7430950375826,1513.2767654483055,1169.6639772247108,1243.935347056881,621.2537545002692,1655.9550499609973,483.19978289760724,4150.844283148417,2792.85760627608,1091.8737082012121,1862.1534913455707,2110.2369947394745,1072.1487387816262,2388.5427022928766,1853.355581056399,801.7678611599599,496.59753840905086,1816.268403878767,2267.564087301771,521.0348647191402,1797.4255661073776,11503.216178636354,786.1665231216857,860.7182305301459,1236.909834338833,911.8584821936146,826.7071241213887,1117.7862986188607,745.1164358622947,2869.5773200581275,2601.9284941807864,1594.9592192161863,2853.514515673276,1528.569985815123,2470.41506027004,2131.9996816581142,2086.2723404644053,1491.5803394736029,2382.618977781912,2405.4046780727795,2157.203124676717,1797.4630203514896,0.0,1276.0179538188033,2389.1553564496876,2243.9431885382182,1053.0706922353525,2095.3077852587885
Vienna,563.1239672291478,765.8565588126423,852.8720405161995,277.071176489289,56.2249880189669,675.1723052101652,684.6758502979812,793.5346865188734,2883.4130687587444,2477.7422098067677,945.3917642226112,951.400648758101,1104.4411466144652,268.44381628945024,1363.4112768062262,2317.6062873858173,489.0153229447839,808.9751491679817,2379.033971390389,2750.6575261130483,816.1027995636355,1007.3448364640757,11855.583154715363,507.4202096410768,1370.657917488281,2390.711552427854,1997.8664223918865,1594.165925024947,217.4287229191948,854.9985335035285,2296.179097352181,1353.4892116097317,557.519545662717,1685.0932846546416,252.843955315705,1440.945289093117,871.9691649208438,917.8641762519657,1055.0480567125996,1809.734967562103,1242.9880588648116,935.9264958181074,524.8127243398101,1276.0179538188033,0.0,1237.492543618928,1670.8890945753565,764.1043383207954,1036.0407521679517
London,1260.4077059558845,489.92391740894965,1031.496168068737,1231.136215663916,1291.0933436612354,1774.5030548829402,751.7597793553151,1943.1173635126106,1886.0043447713535,2005.7966286078706,2149.167707262671,1728.8992006982928,1679.924406128563,1342.0629742284932,1786.0708083894042,3520.7555356420607,1693.1539151651448,1893.0072736423606,3596.479967128033,3943.612925044719,2016.0810573754284,1876.073065802767,12891.318422823422,1621.5300014368743,2085.2762542455885,3585.6145273936795,3205.2304138751724,2828.8227806089617,1454.5479606177757,2092.1918090847607,1578.485825283372,1157.1037106956978,1451.3897450225336,464.36457885582513,1035.1836869414713,1824.123129730588,957.8249123802724,319.69309808111706,2135.963893234622,1262.1952410086697,1436.008938392172,358.5662240358652,933.3328468181853,2389.1553564496876,1237.492543618928,0.0,2501.7440051050635,1434.3928220297348,343.34816760322576
Moscow,2215.1851571444718,2207.368391108861,2520.0528097084966,1933.3490773125577,1631.0036373966777,1986.7129617441358,2289.731028371702,1932.7243178514539,3324.745668131867,4137.420330321493,1152.5396332086752,785.2702685711315,840.4112092807399,1869.7247557616897,870.6186480297754,1649.5099721182248,1717.635914482726,2067.307660090646,1809.6249257399713,1922.6085440665368,1788.059961255873,672.8325430632854,10399.269006579154,1905.6865191208913,2822.683128747916,2684.745711463477,2327.6367998792807,1809.5021214999188,1568.117780376101,1507.7480405951956,3899.495965621954,1648.7815689090971,1148.7809364951606,2798.4934001866914,1666.742396481028,896.1561330663288,1560.5108103360667,2255.269294264129,760.6102351833258,3438.1418857893827,1229.7650074633318,2147.4864286528746,1607.371958710401,2243.9431885382182,1670.8890945753565,2501.7440051050635,0.0,2380.6968202682447,2486.4439321180494
Rome,225.78390279453305,987.9252918784165,463.39659153630015,489.4075781876805,784.8565241881568,565.8913573746363,685.0903920981563,744.2538235771482,3295.703610114595,1900.4601626520146,1421.6952090103728,1706.4942552144146,1868.5407442241847,517.8512889566751,2125.5363955090615,2660.498591394401,726.0211282066008,616.3074922478878,2674.3911872620965,3099.6080439641987,899.8078315390566,1741.7003483495828,12325.732706172595,530.3529455103052,684.2928926110152,2289.9163096751886,1954.0702635902253,1726.2385399570192,813.8484490662526,1144.4809602357695,1868.2808384117518,2006.1938075933585,1317.3863796023397,1888.1792896443858,921.5823786303681,2202.072308604188,1531.41171527301,1172.6152169771856,1681.3277142203085,1368.4442070402567,1975.4094461608236,1293.6272974837725,1182.2198917921066,1053.0706922353525,764.1043383207954,1434.3928220297348,2380.6968202682447,0.0,1106.6514654769796
Paris,948.7452706820465,287.3413976495997,689.6391784074304,967.6999768259624,1092.1448617407134,1492.4305140348765,439.4187580348944,1669.1231592344304,2229.3038613164135,1801.454879036737,1978.4951352821497,1701.2323977055182,1705.3739022549878,1084.6853095556698,1859.2847316207767,3352.8912779126395,1448.4432650911442,1603.174180511807,3414.865149962253,3784.4453646491174,1760.2049021301511,1829.4465644904017,12830.105202208728,1350.1597269519536,1746.0878200250063,3310.570599493649,2939.7935203543416,2594.769790033433,1250.4772214344596,1872.63196015541,1445.418274114709,1343.8991194958567,1369.3555543473526,782.1374117574832,884.2836871644337,1909.838410622864,1028.2593187791992,261.801328672752,2026.149306850688,1050.1114222322599,1545.1179668444095,428.811084580661,879.1173202399925,2095.3077852587885,1036.0407521679517,343.34816760322576,2486.4439321180494,1106.6514654769796,0.0
