name,San Marino,Luxembourg,Monaco,Ljubljana,Bratislava,Podgorica,Bern,Skopje,Reykjavík,Rabat,Chi?in?u,Vilnius,Riga,Zagreb,Tallinn,Tbilisi,Belgrade,Tirana,Yerevan,Baku,Sofia,Minsk,Canberra,Sarajevo,Valletta,Jerusalem,Nicosia,Ankara,Budapest,Bucharest,Lisbon,Oslo,Warsaw,Dublin,Prague,Helsinki,København,Brussels,Kyiv,Madrid,Stockholm,Amsterdam,Berlin,Athens,Vienna,London,Moscow,Rome,Paris
Minsk,1562.2390431621243,1546.3570458324373,1850.9388602757201,1276.7561048016562,971.4258617014355,1414.7788731760918,1617.110568038444,1403.2679977318974,2966.3406245122455,3465.2060707202027,775.4912768225751,170.1117986998041,405.2212580891892,1224.4662118345384,642.6087700764739,1844.4854471937444,1135.6985494660935,1516.3509695610953,1969.0300862228576,2215.2127904510567,1290.1838595084655,0.0,11016.60669127289,1305.5090765761418,2244.606853168961,2521.393032043754,2126.990017026267,1604.2253029182186,930.4336856703316,1062.1196925359286,3229.8255756272524,1220.6751656232514,476.0740093917849,2215.332792573421,994.2037989227921,718.2132769069505,982.3073817003052,1609.2086014037752,436.17192411624404,2765.7931115522138,840.0200922344636,1517.6982918200174,955.2299602668124,1797.4255661073776,1007.3448364640757,1876.073065802767,672.8325430632854,1741.7003483495828,1829.4465644904017
Canberra,12263.76917671202,12542.952471880408,12656.767026129337,12044.609044696152,11801.774378714319,11765.857223898385,12539.566032922434,11601.313141799734,13413.100914881032,14224.472280132582,10942.552078868666,11162.566740028768,11237.550562926719,11938.925901964329,11206.257689686114,9678.62247655015,11617.709340289097,11749.333158626243,9691.946085698313,9246.787176978884,11434.107577813098,11016.60669127289,0.0,11802.476597663972,12363.933224110413,10602.542594926255,10708.001157724424,10682.676484691672,11670.027731622276,11182.247716537157,14141.703915039829,11988.754502380567,11462.307148658654,13196.251808780584,11952.72693422716,11198.510885794223,11959.734115439664,12623.276477690672,10811.680077211357,13644.326045256725,11584.829781832917,12533.521711043024,11969.525693885507,11503.216178636354,11855.583154715363,12891.318422823422,10399.269006579154,12325.732706172595,12830.105202208728
Sarajevo,478.24520427194034,1131.7548882260444,884.6310470971479,390.63785532957746,487.2222887157703,169.02730014325192,919.4988736850828,321.5873627666398,3365.292124216367,2428.0959521541986,892.8297679640066,1307.052063480586,1513.3796642592265,286.4176170946301,1788.1799629597122,2150.49808082326,198.75977065422947,302.61298495603825,2176.2933353914577,2590.707385391614,420.0027820662118,1305.5090765761418,11802.476597663972,0.0,940.9893407514134,1964.736035824268,1589.7696819427058,1269.7156164947146,409.6143167722894,621.252642040343,2363.3731475279696,1859.598799070794,953.0917058475276,2084.711227741505,754.6424215460595,1869.1991533135545,1379.0946310655152,1311.1704594499151,1176.5292525698912,1861.1255163802834,1722.1238565774129,1373.1243465325895,1031.58021840318,786.1665231216857,507.4202096410768,1621.5300014368743,1905.6865191208913,530.3529455103052,1350.1597269519536
Valletta,904.4112809584277,1663.2358730984674,1058.2540906117895,1122.7435137989687,1373.678111389465,836.7055001658622,1351.9696536182835,907.5281622527988,3963.648253497989,1971.8107260560475,1722.3698780550299,2247.433785562629,2446.4835015799686,1102.2939410008453,2717.414079204239,2706.5621969346275,1111.7796372340163,760.90835527662,2675.7001438795924,3125.9144813143394,1073.666237397373,2244.606853168961,12363.933224110413,940.9893407514134,0.0,1967.8927102872449,1718.9694579938625,1684.5869554771061,1340.8306071741617,1372.7187375960375,2128.912596953254,2677.9935762492632,1884.164104764747,2524.0782426320425,1570.8819978486436,2797.344873399334,2197.9922127288482,1844.5890832413877,2071.3657603881616,1678.40553805237,2612.6332183933873,1973.6682654860251,1843.8261298890702,860.7182305301459,1370.657917488281,2085.2762542455885,2822.683128747916,684.2928926110152,1746.0878200250063
Jerusalem,2380.5999130808596,3095.690653578828,2749.920218275407,2354.5961219468772,2345.757692471076,1818.1497374451164,2873.8315101825856,1643.4295753972874,5255.519247077999,3937.790693360147,1758.1749117655465,2648.5918050888304,2912.7768495078262,2244.048789582464,3163.9879858335235,1428.566371987557,1905.679746151094,1711.4739376188493,1285.4792253024557,1670.1568495863153,1577.4390725835092,2521.393032043754,10602.542594926255,1964.736035824268,1967.8927102872449,0.0,403.71841756574753,917.1797221877868,2190.918882055457,1590.0485069049957,4075.7563797425064,3590.994005807327,2524.744155976801,4047.8432744734278,2636.118822123741,3238.7753106511796,3164.7038743279045,3272.6584696888685,2098.76350793784,3599.8692654991582,3301.9386471252224,3319.748587716386,2873.7243433861227,1236.909834338833,2390.711552427854,3585.6145273936795,2684.745711463477,2289.9163096751886,3310.570599493649
Nicosia,2024.462026916102,2715.7758888648905,2406.8222837964317,1976.703061498562,1951.5450973506452,1451.753854179559,2506.4912313214486,1271.2202145592055,4854.943762917497,3685.1539703733392,1359.0166708877834,2250.481356894669,2514.9386276157484,1863.556875233557,2769.3783445853805,1257.915448601612,1516.748522419922,1354.9859499966042,1150.3912604393756,1585.9655358158209,1190.1062725546965,2126.990017026267,10708.001157724424,1589.7696819427058,1718.9694579938625,403.71841756574753,0.0,527.8487856622467,1794.7258421283843,1187.2486477655236,3780.8537096912714,3187.276179910411,2121.0428736881945,3665.5180003126975,2240.787053167894,2845.122993960139,2761.9973400502176,2889.8709027719833,1709.8228293156453,3294.4654335953,2900.0713865603216,2930.5694200249623,2474.2098939127955,911.8584821936146,1997.8664223918865,3205.2304138751724,2327.6367998792807,1954.0702635902253,2939.7935203543416
Ankara,1741.5312061397406,2346.765641780624,2144.680300870392,1630.3010227959248,1542.6198236224748,1169.3782381519652,2178.6784250895385,984.7523806799087,4394.889974570345,3576.006968272585,845.5929280506384,1733.01333760888,1996.8240354442744,1512.0091375180837,2246.812586283068,1028.0848302229213,1146.514761820392,1111.8568404602395,991.430216221928,1441.4004707594088,849.9518579598652,1604.2253029182186,10682.676484691672,1269.7156164947146,1684.5869554771061,917.1797221877868,527.8487856622467,0.0,1379.7050029434267,742.0346460063237,3593.9677777858674,2698.226319285251,1634.1023531390636,3279.2506053365582,1821.2554550992884,2321.6366105672014,2293.0417579768337,2509.3315649938086,1183.0751578448749,3094.675889034698,2392.66371682495,2527.690967945898,2030.2376415384715,826.7071241213887,1594.165925024947,2828.8227806089617,1809.5021214999188,1726.2385399570192,2594.769790033433
Budapest,652.095546578475,982.8369157113715,1001.7906521960844,384.4964330401633,163.54368844868486,559.3306275195006,881.8948536796723,637.4404613517083,3070.2374125841443,2623.17353161824,739.7918946662711,911.0507015381921,1106.40553322328,302.90511490716466,1379.7432521051658,2106.4091735796874,316.08732418301213,687.4878169454375,2164.6038635531854,2541.152225460724,628.0862525900056,930.4336856703316,11670.027731622276,409.6143167722894,1340.8306071741617,2190.918882055457,1794.7258421283843,1379.7050029434267,0.0,638.9659143865971,2473.286040814523,1484.7244015967983,544.652033858374,1900.3814488385185,446.3346264320678,1460.5060086451836,1014.8973562322036,1135.0022517210741,896.8528344360113,1980.0724652892595,1318.2339046322957,1148.1156126458782,690.4525292337739,1117.7862986188607,217.4287229191948,1454.5479606177757,1568.117780376101,813.8484490662526,1250.4772214344596
Bucharest,1093.1734716750318,1614.9710848194347,1497.3526432323774,924.9247194287709,802.3713271865162,596.8509115134332,1472.8455743286797,468.23620799419297,3669.805623746707,3044.928353004061,359.61644029133436,1144.1392535710784,1402.4095288071978,807.1607798012209,1675.7770508315814,1532.522296264446,448.33759637566936,621.5381829834052,1567.0857185979385,1972.732915010155,299.08210771526785,1062.1196925359286,11182.247716537157,621.252642040343,1372.7187375960375,1590.0485069049957,1187.2486477655236,742.0346460063237,638.9659143865971,0.0,2982.1270629293313,2006.0567752858365,944.2067008737132,2539.3471461537515,1079.2213412223207,1756.5252670858758,1574.7541331760415,1772.5007320793645,749.66679914158,2480.0931384997994,1745.1176949495677,1786.1595335382308,1293.8198927541698,745.1164358622947,854.9985335035285,2092.1918090847607,1507.7480405951956,1144.4809602357695,1872.63196015541
Lisbon,1889.1289472747617,1704.020425841535,1488.1361558774927,2097.1004961879457,2348.1566654988846,2431.457856552021,1622.2141309256249,2612.2945806469697,2968.230972644812,564.2948188643338,3199.744560952568,3117.9941837231345,3145.56855775568,2203.6862065637874,3304.606260117027,4513.758884982378,2536.7567503503883,2482.341267405173,4537.187157708327,4954.003360909072,2763.389230826245,3229.8255756272524,14141.703915039829,2363.3731475279696,2128.912596953254,4075.7563797425064,3780.8537096912714,3593.9677777858674,2473.286040814523,2982.1270629293313,0.0,2734.89865627255,2755.387679020994,1640.9598281314327,2238.9705031708,3354.2378241963947,2471.608166117842,1702.932372727051,3350.7432368332124,502.2608921096668,2983.202619579562,1855.4125226648073,2306.345221984078,2869.5773200581275,2296.179097352181,1578.485825283372,3899.495965621954,1868.2808384117518,1445.418274114709
